국가코드,국가,기준월,수출건수,수출액_USD,수입건수,수입액_USD,무역수지_USD
AN,네덜란드 열도,2025-02-01,6,38273,1,52,38221
GI,지브랄타,2025-02-01,16,33466,1,98,33368
AD,안도라,2025-02-01,5,31818,2,4414,27404
NR,나우루,2025-02-01,1,11431,2,35237,-23806
GS,남조지아 & 남샌드위치 군도,2025-02-01,1,10981,0,0,10981
SX,세인트마틴(생마르탱),2025-02-01,4,9404,0,0,9404
MW,말라위,2025-02-01,8,9101,15,7272235,-7263134
AI,앙귈라,2025-02-01,2,6904,1,239,6665
ST,상토메 프린스페,2025-02-01,1,5410,0,0,5410
MC,모나코,2025-02-01,6,4283,6,361891,-357608
BL,세인트 바르탤르미,2025-02-01,1,3883,1,555,3328
LS,레소토,2025-02-01,1,3000,6,60355,-57355
TV,투발루,2025-02-01,1,3000,0,0,3000
GG,건지,2025-02-01,4,2614,1,1285,1329
GL,그린랜드,2025-02-01,5,1961,5,49747,-47786
YT,메요트,2025-02-01,1,1733,0,0,1733
VA,교황청,2025-02-01,4,1010,2,1183,-173
VI,미령 버진군도,2025-02-01,5,763,0,1206,-443
JE,저어지,2025-02-01,3,497,0,0,497
FK,포클랜드 군도,2025-02-01,3,180,0,0,180
FO,파로에 군도,2025-02-01,1,155,0,0,155
WF,왈라스 & 퓨투나 군도,2025-02-01,1,70,0,0,70
ER,에리트리아,2025-02-01,1,1,0,0,1
PN,피트카이른,2025-02-01,0,0,1,193,-193
BQ,보네르 신트외스타티위스,2025-02-01,0,0,1,922,-922
CK,쿡 아일랜드,2025-02-01,0,0,0,319,-319
CC,코스 군도,2025-02-01,0,0,1,248,-248
NU,니우에,2025-02-01,0,0,0,284,-284
IO,영령 인도양,2025-02-01,0,0,1,572,-572
TK,토켈라우,2025-02-01,0,0,1,544,-544
IM,맨섬,2025-02-01,0,0,1,17,-17
MS,몬트세라트,2025-02-01,0,0,2,2525,-2525
UM,마이너 아우틀링 합중국 군도,2025-02-01,0,0,0,9777,-9777
US,미국,2025-03-01,223856,11109476018,1550643,5391830286,5717645732
CN,중국,2025-03-01,106873,10057086286,1519988,11377002295,-1319916009
VN,베트남,2025-03-01,62537,5025872102,177788,2604696677,2421175425
TW,대만,2025-03-01,42392,3820712252,23350,2912365127,908347125
HK,홍콩,2025-03-01,25494,2681760442,231196,329808998,2351951444
JP,일본,2025-03-01,321702,2158841627,443649,4579729156,-2420887529
SG,싱가포르,2025-03-01,48459,1894030462,21969,938967046,955063416
IN,인도,2025-03-01,19575,1502347470,13089,592525336,909822134
PH,필리핀,2025-03-01,27544,1051397447,6383,326628058,724769389
MY,말레이시아,2025-03-01,35378,980219523,12889,1184820347,-204600824
MX,멕시코,2025-03-01,16090,942535533,7880,703027800,239507733
AU,호주,2025-03-01,19049,902184940,40546,2550487571,-1648302631
CA,캐나다,2025-03-01,20096,895302292,41662,540413314,354888978
DE,독일,2025-03-01,14829,894703402,205401,1835660365,-940956963
PL,폴란드,2025-03-01,7317,877946005,2251,68737114,809208891
TR,튀르키예,2025-03-01,18088,833959713,2985,133351505,700608208
TH,태국,2025-03-01,18740,658854716,52205,603817932,55036784
NL,네덜란드,2025-03-01,10212,655219142,6029,1609234406,-954015264
LR,라이베리아,2025-03-01,70,632845195,42,188990,632656205
MT,몰타,2025-03-01,204,543499907,111,25417408,518082499
ID,인도네시아,2025-03-01,11461,537114197,11156,802101094,-264986897
GB,영국,2025-03-01,19326,504706939,24442,371528895,133178044
FR,프랑스,2025-03-01,6956,478729145,25426,665193181,-186464036
SA,사우디아라비아,2025-03-01,4459,445522192,415,2400641746,-1955119554
AE,아랍에미리트 연합,2025-03-01,10811,440865687,558,1620545809,-1179680122
BR,브라질,2025-03-01,8449,425884957,2136,609071386,-183186429
HU,헝가리,2025-03-01,2418,424792450,1490,65005038,359787412
IT,이탈리아,2025-03-01,6506,393475918,34208,564305836,-170829918
RU,러시아 연방,2025-03-01,7368,298269912,1525,436417912,-138148000
CZ,체코공화국,2025-03-01,2936,295075538,3880,92162822,202912716
BE,벨기에,2025-03-01,2582,282067044,2336,100789365,181277679
ES,스페인,2025-03-01,4792,278876663,10954,209401250,69475413
KZ,카자흐스탄,2025-03-01,5196,273991893,64,13811151,260180742
NZ,뉴질랜드,2025-03-01,3201,271801538,29963,115401241,156400297
KG,키르기스스탄,2025-03-01,9236,253936574,9,28049,253908525
DK,덴마크,2025-03-01,1443,251957274,2093,79184097,172773177
IL,이스라엘,2025-03-01,5470,211388313,1644,155699541,55688772
SK,슬로바키아,2025-03-01,1957,201481611,1729,94039549,107442062
BD,방글라데시,2025-03-01,2219,180432818,1935,63977243,116455575
CL,칠레,2025-03-01,2556,157369210,1727,475593228,-318224018
CH,스위스,2025-03-01,2498,139715940,4566,403506005,-263790065
UZ,우즈베키스탄,2025-03-01,1893,130198610,82,666107,129532503
EG,이집트,2025-03-01,2375,129732230,237,5113244,124618986
PA,파나마,2025-03-01,1095,126640158,62,2111574,124528584
MH,마샬군도,2025-03-01,34,122796428,13,60973402,61823026
IQ,이라크,2025-03-01,1078,120878080,88,741159388,-620281308
BS,바하마,2025-03-01,35,116827986,3,1932,116826054
PK,파키스탄,2025-03-01,1677,116425531,824,13572181,102853350
IE,아일랜드,2025-03-01,1110,113498151,1084,101820203,11677948
CO,콜롬비아,2025-03-01,1510,108278000,1212,37482101,70795899
SE,스웨덴,2025-03-01,1762,99066610,3315,196969171,-97902561
AT,오스트리아,2025-03-01,2486,97352638,2198,133219536,-35866898
PT,포루투갈,2025-03-01,1139,82962611,4253,42755494,40207117
OM,오만,2025-03-01,1274,75519475,76,350984389,-275464914
QA,카타르,2025-03-01,1079,70529250,138,950365496,-879836246
ZA,남아프리카공화국,2025-03-01,1685,67854228,309,114156958,-46302730
AO,앙골라,2025-03-01,125,67259028,2,14441,67244587
RO,루마니아,2025-03-01,1421,60535307,2411,37921994,22613313
SI,슬로베니아,2025-03-01,713,60517047,381,15753771,44763276
MN,몽골,2025-03-01,3025,54671096,1186,926244,53744852
KH,캄보디아,2025-03-01,2340,53314618,983,45414186,7900432
PY,파라과이,2025-03-01,141,50745613,19,245410,50500203
JO,요르단,2025-03-01,2884,47877279,69,2673166,45204113
PE,페루,2025-03-01,1268,45849878,818,393419638,-347569760
GR,그리스,2025-03-01,1215,44563820,454,55478448,-10914628
UA,우크라이나,2025-03-01,1063,44416698,178,48254395,-3837697
AR,아르헨티나,2025-03-01,816,44208445,280,69001680,-24793235
PR,푸에르토리코,2025-03-01,472,42124199,172,27923507,14200692
NG,나이지리아,2025-03-01,1023,41623503,50,6509016,35114487
KW,쿠웨이트,2025-03-01,633,41045779,80,678959821,-637914042
LY,리비아,2025-03-01,11374,40605853,13,18023109,22582744
FI,핀란드,2025-03-01,855,40569648,1193,92121743,-51552095
NO,노르웨이,2025-03-01,988,34931761,2298,190755256,-155823495
GU,괌,2025-03-01,607,33005468,38,608986,32396482
MA,모로코,2025-03-01,441,31897012,383,19070437,12826575
LT,리투아니아,2025-03-01,545,30299679,548,11850638,18449041
DZ,알제리,2025-03-01,332,29262729,25,285842909,-256580180
FJ,피지,2025-03-01,86,28904008,17,430087,28473921
EC,에쿠아도르,2025-03-01,503,28436950,308,7569993,20866957
GT,과테말라,2025-03-01,951,27087078,243,7785709,19301369
IR,이란,2025-03-01,231,26599026,19,123961,26475065
MM,미얀마,2025-03-01,849,24278090,2121,60286486,-36008396
GH,가나,2025-03-01,1136,23198521,35,10003734,13194787
AL,알바니아,2025-03-01,1651,21353523,78,517903,20835620
DO,도미니카 공화국,2025-03-01,503,20637012,145,7999018,12637994
SV,엘살바도르,2025-03-01,222,20122142,157,5629815,14492327
TJ,타지크,2025-03-01,1976,19602159,1,200,19601959
AZ,아제르바이잔,2025-03-01,595,18366644,7,3061,18363583
CR,코스타리카,2025-03-01,771,17717367,485,15802439,1914928
TZ,탄자니아,2025-03-01,349,17218338,35,3593927,13624411
SY,시리아,2025-03-01,1558,17010435,5,35631,16974804
BG,불가리아,2025-03-01,653,16349093,885,20474455,-4125362
CI,코트디봐르,2025-03-01,166,15900122,39,17295460,-1395338
KE,케냐,2025-03-01,311,15064505,109,5096936,9967569
LK,스리랑카,2025-03-01,845,14944949,547,9842470,5102479
ZZ,기타국,2025-03-01,138,13664998,777,13656379,8619
RS,세르비아,2025-03-01,284,13051081,148,6511585,6539496
GE,조지아,2025-03-01,554,11169704,78,1038296,10131408
UY,우루과이,2025-03-01,166,10581380,56,11122563,-541183
HR,크로아티아,2025-03-01,268,10475726,140,905529,9570197
TN,튀니지,2025-03-01,215,10079919,694,9003991,1075928
ET,에티오피아,2025-03-01,55,9959914,247,5786714,4173200
LA,라오스,2025-03-01,182,9894403,204,6595743,3298660
EE,에스토니아,2025-03-01,339,9676065,326,5876064,3800001
HN,온두라스,2025-03-01,311,9481707,170,5786366,3695341
IS,아이슬란드,2025-03-01,157,8822605,42,1334764,7487841
LB,레바논,2025-03-01,261,8155488,69,2437542,5717946
MZ,모잠비크,2025-03-01,54,7819923,19,186348000,-178528077
BN,브루나이,2025-03-01,179,7603830,13,78331293,-70727463
SN,세네갈,2025-03-01,517,6539276,43,3014949,3524327
CY,사이프러스,2025-03-01,251,5744857,39,654145,5090712
MD,몰도바,2025-03-01,183,5572890,226,2217316,3355574
BY,벨라루스,2025-03-01,165,5428598,12,950155,4478443
NI,니카라과,2025-03-01,116,5119453,53,31662699,-26543246
TT,트리니다드 토바고,2025-03-01,90,4957553,28,49943126,-44985573
AF,아프카니스탄,2025-03-01,118,4935682,6,98088,4837594
YE,예맨,2025-03-01,324,4892391,20,2192663,2699728
LV,라트비아,2025-03-01,231,4769674,336,8910927,-4141253
TM,투르크멘,2025-03-01,40,4583133,0,1202,4581931
LU,룩셈부르그,2025-03-01,184,4443253,235,10024589,-5581336
BH,바레인,2025-03-01,290,4274316,57,16071538,-11797222
GN,기니,2025-03-01,257,4045886,24,2786113,1259773
PG,파푸아 뉴기니,2025-03-01,67,3975035,34,38033229,-34058194
WS,사모아,2025-03-01,27,3738542,2,76102,3662440
SD,수단,2025-03-01,52,3616094,0,0,3616094
MU,모리셔스,2025-03-01,170,3510088,26,370898,3139190
GY,가이아나,2025-03-01,79,3422242,2,146531,3275711
JM,자마이카,2025-03-01,63,3381364,16,238053,3143311
AM,아르메니아,2025-03-01,118,3240153,150,3949426,-709273
BF,부르키나 파소,2025-03-01,18,3211442,3,1571353,1640089
RW,르완다,2025-03-01,253,3180215,3,113512,3066703
SS,남수단,2025-03-01,4,3121738,1,13576,3108162
NP,네팔,2025-03-01,152,3074261,96,812131,2262130
VE,베네주엘라,2025-03-01,102,2998785,12,1167420,1831365
CD,콩고민주공화국,2025-03-01,41,2759681,48,165791128,-163031447
MG,마다카스카르,2025-03-01,227,2488402,139,5014377,-2525975
BZ,벨리제,2025-03-01,19,2303502,0,0,2303502
ZW,짐바브웨,2025-03-01,34,2276188,24,4512255,-2236067
PF,불령 폴리네시아,2025-03-01,51,2252651,1,153143,2099508
BJ,베닝,2025-03-01,38,2239532,0,0,2239532
CM,카메룬,2025-03-01,91,2237810,6,108438,2129372
TG,토고,2025-03-01,114,2237060,5,278990,1958070
BO,볼리비아,2025-03-01,69,2070155,33,7083423,-5013268
RE,불령 리유니온 코모도 제도,2025-03-01,40,2051233,1,27,2051206
GA,가봉,2025-03-01,372,1950663,5,172679,1777984
CU,쿠바,2025-03-01,22,1780796,9,870095,910701
AW,아루바,2025-03-01,52,1577299,0,0,1577299
GP,과델로프,2025-03-01,23,1575856,0,52,1575804
ZM,잠비아,2025-03-01,49,1556187,16,32641801,-31085614
CW,큐라소,2025-03-01,51,1458782,2,35640,1423142
BM,버뮤다,2025-03-01,23,1348706,1,633,1348073
DJ,지부티,2025-03-01,41,1326921,2,696650,630271
UG,우간다,2025-03-01,35,1269104,23,2606310,-1337206
MV,몰디브,2025-03-01,106,1242011,1,309,1241702
PS,팔레스타인 해방기구,2025-03-01,21,1226053,6,246629,979424
BB,바베이도스,2025-03-01,27,1203958,8,19798,1184160
SC,세이쉘,2025-03-01,36,1135237,1,77981,1057256
MF,세인트 마틴,2025-03-01,15,1044169,0,0,1044169
ME,몬테네그로,2025-03-01,26,1024134,4,205831,818303
HT,아이티,2025-03-01,28,1007830,1,1735,1006095
KI,키리바티,2025-03-01,46,984823,2,52463,932360
ML,말리,2025-03-01,24,917179,3,397,916782
MP,북마리아나 군도,2025-03-01,138,878415,7,58068,820347
CG,콩고,2025-03-01,82,866764,6,646045,220719
MK,마세도니아,2025-03-01,67,807411,30,625232,182179
AS,아메리칸 사모아,2025-03-01,31,790662,9,223630,567032
LI,리히텐슈타인,2025-03-01,13,737853,62,1892605,-1154752
BA,보스니아-헤르체고비나,2025-03-01,58,677288,129,890608,-213320
VU,바누아투,2025-03-01,48,651751,18,1694787,-1043036
SL,시에라 리온,2025-03-01,19,625744,12,1263117,-637373
KY,영령 캐이맨 군도,2025-03-01,12,616589,11,3500,613089
MO,마카오,2025-03-01,285,599211,37,236251,362960
MQ,마티니크,2025-03-01,16,574622,0,0,574622
NC,뉴 칼레도니아,2025-03-01,42,541701,6,16743407,-16201706
MR,모리타니,2025-03-01,27,527202,10,1382649,-855447
TV,투발루,2025-03-01,14,513983,0,0,513983
AG,안티가 바부다,2025-03-01,11,491739,0,0,491739
GF,불령 가이아나,2025-03-01,13,472675,0,0,472675
SR,수리남,2025-03-01,17,390053,7,338892,51161
BT,부탄,2025-03-01,39,379399,3,291953,87446
SO,소말리아,2025-03-01,9,333797,2,220936,112861
PW,팔라우,2025-03-01,38,330791,2,43667,287124
LC,세인트 루시아,2025-03-01,11,317123,0,0,317123
GD,그레나다,2025-03-01,8,308930,0,0,308930
SB,솔로몬 군도,2025-03-01,14,285816,2,298914,-13098
GI,지브랄타,2025-03-01,13,230159,1,58,230101
VG,영령 버진군도,2025-03-01,3,222935,0,0,222935
FM,마이크로네시아,2025-03-01,21,217264,4,284659,-67395
GM,감비아,2025-03-01,65,169541,2,359644,-190103
VC,세인트 빈센트 그레나딘,2025-03-01,6,149023,2,1214,147809
GQ,적도 기니,2025-03-01,12,135510,1,45795,89715
TL,티모르,2025-03-01,5,128222,1,2844,125378
SZ,스와질랜드,2025-03-01,8,117922,13,61461,56461
NA,나미비아,2025-03-01,15,114261,8,59737,54524
BI,부룬디,2025-03-01,20,100174,0,53,100121
TC,투르크 & 카이코스 군도,2025-03-01,3,94252,0,0,94252
DM,도미니카,2025-03-01,2,78204,0,0,78204
CV,카보 베르데,2025-03-01,3,72359,0,0,72359
BW,보츠와나,2025-03-01,18,48884,8,114352,-65468
MC,모나코,2025-03-01,18,42317,8,446031,-403714
KN,세인트 키츠 네비스,2025-03-01,5,40279,9,1898,38381
MW,말라위,2025-03-01,13,34218,19,10321982,-10287764
YT,메요트,2025-03-01,2,25448,0,0,25448
AI,앙귈라,2025-03-01,1,25000,0,0,25000
CC,코스 군도,2025-03-01,1,22660,1,663,21997
AN,네덜란드 열도,2025-03-01,4,19577,2,19643,-66
SM,산마리노,2025-03-01,1,17000,8,42134,-25134
WF,왈라스 & 퓨투나 군도,2025-03-01,1,13467,0,0,13467
SX,세인트마틴(생마르탱),2025-03-01,5,7345,0,0,7345
BL,세인트 바르탤르미,2025-03-01,3,7104,0,0,7104
VI,미령 버진군도,2025-03-01,10,5956,1,435,5521
TD,챠드,2025-03-01,3,5395,0,0,5395
KM,코모로스,2025-03-01,3,5178,0,0,5178
GL,그린랜드,2025-03-01,5,4323,6,186573,-182250
VA,교황청,2025-03-01,4,1862,0,0,1862
AD,안도라,2025-03-01,1,1107,3,698,409
GG,건지,2025-03-01,3,345,0,0,345
FK,포클랜드 군도,2025-03-01,2,305,0,0,305
JE,저어지,2025-03-01,2,252,0,0,252
CF,중앙아프리카공화국,2025-03-01,1,87,0,0,87
NE,니제르,2025-03-01,1,50,2,53194,-53144
MS,몬트세라트,2025-03-01,1,27,0,753,-726
GW,기네비소,2025-03-01,1,8,0,0,8
FO,파로에 군도,2025-03-01,0,0,1,1268,-1268
CK,쿡 아일랜드,2025-03-01,0,0,0,314,-314
TF,불령 남부지역,2025-03-01,0,0,0,797,-797
AQ,안타티카,2025-03-01,0,0,1,7,-7
ST,상토메 프린스페,2025-03-01,0,0,0,83,-83
CX,크리스마스 아일랜드,2025-03-01,0,0,2,294,-294
NU,니우에,2025-03-01,0,0,2,101198,-101198
LS,레소토,2025-03-01,0,0,6,3695,-3695
TK,토켈라우,2025-03-01,0,0,3,15477,-15477
CN,중국,2025-04-01,97540,10870288852,1588332,12504100460,-1633811608
US,미국,2025-04-01,238028,10605998245,1564989,6139710089,4466288156
VN,베트남,2025-04-01,63844,4836983247,210292,2496615386,2340367861
TW,대만,2025-04-01,44177,3302393586,22654,2318180845,984212741
HK,홍콩,2025-04-01,24032,2515706686,214931,202743637,2312963049
JP,일본,2025-04-01,143635,2304321279,423832,4477624699,-2173303420
IN,인도,2025-04-01,21681,1702786752,13886,504823873,1197962879
SG,싱가포르,2025-04-01,50326,1449395584,20117,978755264,470640320
AU,호주,2025-04-01,20291,1311044553,39536,2771097266,-1460052713
MX,멕시코,2025-04-01,18257,1044405979,8124,599037788,445368191
PL,폴란드,2025-04-01,7255,957555234,2251,73622040,883933194
CA,캐나다,2025-04-01,20890,888573613,37353,516844666,371728947
DE,독일,2025-04-01,17347,882438092,183405,1708846531,-826408439
MY,말레이시아,2025-04-01,35296,868690140,12780,1308251541,-439561401
TR,튀르키예,2025-04-01,15453,853685298,2871,127751850,725933448
NL,네덜란드,2025-04-01,10838,825085341,6073,546848088,278237253
PH,필리핀,2025-04-01,24472,735014953,6549,337084852,397930101
ID,인도네시아,2025-04-01,13939,708664131,9340,881235355,-172571224
TH,태국,2025-04-01,18772,695983758,53818,662585354,33398404
BR,브라질,2025-04-01,8557,653858944,2116,679742937,-25883993
GB,영국,2025-04-01,19273,588904632,23312,522425202,66479430
AE,아랍에미리트 연합,2025-04-01,12173,493853298,494,920934451,-427081153
BE,벨기에,2025-04-01,2936,448242733,2561,120168432,328074301
FR,프랑스,2025-04-01,7759,448113510,23558,733257722,-285144212
IT,이탈리아,2025-04-01,6884,419833979,29410,544066905,-124232926
MT,몰타,2025-04-01,291,416240461,113,8043031,408197430
ES,스페인,2025-04-01,5693,387506993,10057,188411827,199095166
SA,사우디아라비아,2025-04-01,4736,372386197,429,2084770630,-1712384433
HU,헝가리,2025-04-01,2528,367085917,1407,69187708,297898209
RU,러시아 연방,2025-04-01,9239,360293524,1661,618841741,-258548217
CZ,체코공화국,2025-04-01,3322,340864964,3705,131786990,209077974
KG,키르기스스탄,2025-04-01,10897,286237640,14,55509,286182131
SK,슬로바키아,2025-04-01,2017,271689084,1890,97690417,173998667
KZ,카자흐스탄,2025-04-01,5330,255953906,83,99846261,156107645
NZ,뉴질랜드,2025-04-01,3397,237256684,31901,203678198,33578486
BM,버뮤다,2025-04-01,13,211356245,1,782,211355463
IL,이스라엘,2025-04-01,6087,193195667,1686,147817056,45378611
LR,라이베리아,2025-04-01,82,187459559,40,13439,187446120
MH,마샬군도,2025-04-01,41,180049604,27,159124,179890480
UZ,우즈베키스탄,2025-04-01,2079,142419296,91,2676229,139743067
CL,칠레,2025-04-01,2675,136729421,1838,546552668,-409823247
SE,스웨덴,2025-04-01,1974,134104090,3221,141673016,-7568926
BD,방글라데시,2025-04-01,2426,121140019,1584,53012423,68127596
IE,아일랜드,2025-04-01,1165,121003378,1170,155548082,-34544704
PK,파키스탄,2025-04-01,1647,115633034,691,27315634,88317400
CH,스위스,2025-04-01,2747,110610557,4481,286047242,-175436685
AT,오스트리아,2025-04-01,2679,110208230,2255,131047732,-20839502
CO,콜롬비아,2025-04-01,1689,109545939,1455,39817282,69728657
SI,슬로베니아,2025-04-01,820,102630362,374,13189315,89441047
EG,이집트,2025-04-01,2087,102422561,258,11995737,90426824
IQ,이라크,2025-04-01,1138,99916450,78,918052174,-818135724
GU,괌,2025-04-01,686,95759601,34,642875,95116726
PA,파나마,2025-04-01,1205,88988589,79,83946656,5041933
PT,포루투갈,2025-04-01,1167,75883700,4281,28547045,47336655
ZA,남아프리카공화국,2025-04-01,1901,72997478,495,213877348,-140879870
RO,루마니아,2025-04-01,1654,71397826,1894,37619630,33778196
JO,요르단,2025-04-01,3114,71251181,102,1973823,69277358
AO,앙골라,2025-04-01,150,69070779,0,0,69070779
QA,카타르,2025-04-01,1147,66111265,151,940101975,-873990710
DK,덴마크,2025-04-01,1609,63140216,2188,132350817,-69210601
PE,페루,2025-04-01,1400,61355003,794,346017567,-284662564
KH,캄보디아,2025-04-01,2352,58665961,910,40658876,18007085
KW,쿠웨이트,2025-04-01,738,57076516,88,578340726,-521264210
